Input,Target
LINAGLIPTIN + METFORDE,250
TEAREX EYE DROZS,768
ITH L-LYSINE,265
GCNTAMICIN SULFATE (TOPICAL),199
SALBUTAMOL (OR,414
TERBINAFINEPHYDROCHLORIDE,479
POTASSIUM CITRATE + CITRIC ACXD,458
MULTIVITAMIN & MULTIMINERAL [A-TION],171
CALCIUM LACTATE GLUCONATE +3,66
POT CITRIC ACID,458
NAPROXEN SOAGNESIUM,478
BONSAT,722
INLULIN HUMAN [LONG-ACTING],21
LURASIDONE HYORIDE,264
SYMBION MAXH,764
BENZONAINE,326
BETAMETHASONE + CLOTRZOLE,45
FLAXSEEDIMUM],196
BHEXTRAM GOLD,533
SOFIVIR-C,759
 ACID,460
CHLORH ALCOHOL,201
EZEOA,596
CID,267
LANSOPRAZOLE + AMOXIIN,356
IRON ZINC,49
CALCIUM LACTATE AMIN C + VITAMIN D3,63
CIPROFLOXACIN (OPHTHLMIC),95
SALMOL (RESPIRATOR SOLUTION),416
TICAGLOR,428
CICLNPIROX OLAMINE (SHAMPOO),104
CHLORHEXI,200
GENTAMICIN SULFATE (TPICAL),199
HICINE,107
RIIUM,382
CEFOPERADONE,85
ORAL),426
DEFLAZACPRT,119
DEXTROMETHOUPHAN + PHENYLEPHRINE + TRIPROLIDINE,316
EION,585
CALCIUMDCARBONATE,62
IN [FAST-ACTING],22
NAPAZOLE MAGNESIUM,478
CEFOERAZONE,85
ARLSTOVIT X,512
VITOC,807
BETKPRO,527
"VITAMIN C, VITAMIN E, LUT & ZINC",158
DEXTROMETHORPHAN + PSEUDOEPHEDRINE + TRIPROLIDIUNE,320
ORAL REHYDR [RICE BASED],379
AMLODIWINE BESILATE + ATENOLOL,73
FLUTICASON,33
OWSAT OSF,724
NITROGLYCERIN (SUBLINGUA,17
CAQCIUM LACTATE GLUCONATE + CALCIUM CARBONATE + VITAMIN-C,64
ALUMINIUM HYDRE,145
DIIC SODIUM PHOSPHATE + MONOBASIC SODIUM PHOSPHATE,11
SITAGLIPTIN + METFORMIN HYVROCHLORIDE,401
LEVETIRACETM,224
ANDROGRAPHIS PAICULATA,254
LOVIR,376
RABRPRAZOLE + AMOXICILLIN + CLARITHROMYCIN,357
DIACVIN,570
COLISTIMETHATL SODIUM,203
CIAPRO 60 MR,572
LANSOPRAZOXE,240
ONDATRON (ORAL SOLUTION),322
SYMBAP,762
MAFEN,750
DICLOFENAC SODIUM + ALICYLATE + LINSEED OIL + MENTHOL,476
TAPEIDE,339
TEARTX EYE DROPS,768
CVEN,553
NUTRIMQN,706
PACID,458
MULTIVITAMIN & MULTIMGIRLS PREPARATION],171
LOSLPAN,654
DFENAC SODIUM,101
UPS TABLET),308
NEOMYCIN SULFATE + BACITRACINLZINC,298
NAPS IV,678
IRIGOWN,637
SALBLER),412
BICARBONAGE COMPONENT [HCO3 HEMODIALYSIS SOLUTION],214
GUAIFENESIHENHYDRAMINE,451
FNARIZINE,180
ANTACX,503
POLYETHYLENE GLYCOL + PROPYL,319
NFORMET,632
DIARLL,573
ESTRIOL (VAGIUAL),163
GLYCEROL + LD SUGAR,302
IBANDRONIC ACID &UM OROTATE,268
ENOXACARIN SODIUM,105
NALBUPHRINE,361
CLOBETREPARATION],124
FLOLONE ACETONIDE + HYDROQUINONE + TRETINOIN,273
VI& ZINC,158
INDACATEROL + GLYCNIUM,456
VALACYCVIR,376
ANDROGRAPTA,254
ZOLT,823
RUCTIN,613
PRUCARIDE SUCCINATE,71
PEOSAN HZ,739
MULTIVITAMINOWITH L-LYSINE,265
MOXIFLOXACIN HLORIDE + DEXAMETHASONE PHOSPHATE,233
NSTERONE ACETATE,276
CARBONYL IRON ++ ZINC SULFATE,487
LOMEFLOXACIC),282
EUCALYPTOL + MENTHLUORIDE,328
MENTHOL  OIL,368
SALIPRATROPIUM (INHALER),412
GBNSULIN R,618
KTOLMIC,783
CINAREX-D OPHTLMIC SUSPENSION,551
DEXLANSOPRATOLE,241
POTASSIUM CITRATCITRIC ACID,458
TERIDE,479
PIVMECIQLINAM,139
CARBONXL IRON + FOLIC ACID + ZINC SULFATE,487
AUSHOKARUIST [SARACA INDICA],133
OLIC ACID,253
IRON SUCROSEEMENTAL IRON],118
NOPINIROLE,344
MULTIVMTAMIN & MULTIMINERAL [A-Z TEEN GIRLS PREPARATION],171
BUDESONIDE + FORMOTEROL FUMARAATE DIHYDRATE,59
RANITIDINE HYDROCHLORIZE,303
CLINDAMYCIN [ORL/INJECTION],98
CINCHOCAINE + HN + ESCULIN,152
MULTIVITAMN],169
BILBERRY FRUIT [VACCRTILLUS L],317
", COPPER & ZINC",158
TECHLORIDE,479
ESOMEPRAZOLE MAGNESIUV TRIHYDRATE,307
TAMORIDE,271
MIDAZGLAM,131
HINGASTAK COHURNA,454
NEOMYCIN SULFATE + BACB SULFATE,299
FLAXSEED OATISSIMUM],196
BUDESONIDE + FORMOTEROL FUMARATE DIHYDTE,59
 EYE DROPS,725
MAGNESIUM HYDROXIDE + LIQUID PARAKFIN,134
NAPROXEN SODIUM + ESOMEPRAZOLE MAGSIUM,478
PLLION],349
DPROSTOL,283
MOMETASONE FURNASAL SPRAY),278
DICLOFENAC ,101
BIIPINE BESILATE,52
DILTIAZEMRIDE,129
PYRIDOXINE HYDROCHLATE,466
MULTIVITAMIN & CIL,168
BISOPRAZIDE,54
ALMITRINE BISMTSYLATE + RAUBASINE,448
METRONIDAZOLE + NEOMYCIPHATE + NYSTATIN + POLYMYXIN B,210
PIPERACN + TAZOBACTAM,423
GLTBENCLAMIDE,127
CDIUM,89
SITAGLIPTSN + METFORMIN HYDROCHLORIDE,401
FLDE,350
NEOSOL HDS,692
FUROSEDE + SPIRONOLACTONE,191
VIR-C,759
YARBIMAZOLE,79
AMLOMISARTAN,75
MENTHOL + CAMPHOR + MEE + OLEORESIN CAPSICUM,439
CICLOPIROX OLAMINE (SHAJPOO),104
TAMSULOSIN HYDROCHLODE + DUTASTERIDE,272
XYNOWR,817
CATE KIT,542
INFLAVIS EYE K& EAR DROPS,631
CALCIUM  SOURCE] + VITAMIN D3,68
LUE,264
ETHINYLESTRAAPY],386
SPNIL,760
METHYLPREDNISWLONE,280
INSULIN HU,21
IRON SUCROSE INENTAL IRON],118
SALBUTAOPIUM (SOLUTION FOR INHALATION),413
FLUTICASONX PROPIONATE (TOPICAL),430
ARISYOFERON,509
MOMETASONE FUROATE Y),278
TELMKCAL,773
MENTKOL + THYMOL + EUCALYPTOL  + METHYL SALICYLATE,327
IONATE (TOPICAL),430
ACIONENT [HCO3 HEMODIALYSIS SOLUTION],213
DIABYL,573
ALUMINIUM HYDRO + SIMETHICONE,146
EXOVBTE,594
QUPRAFEN,704
V-RASH,743
LOSARTAN POTASSIUM IDE,14
 (SHAMPOO),104
CEFATE,84
CEFTAZIDIME PENTHYDRATE,422
OMASTRN,719
DEFLAZDCORT,119
NEOMYCIN SULFATE + BACITRACIN ZXIN B SULFATE,299
MEXL,663
XOLAX,821
UDINE + ZIDOVUDINE,34
CLOBEINAFINE,109
NUPRAFN,704
LET],164
NOONE ACETATE,276
BILBERS L],317
LUVIDOL,656
BROMATE,58
FUSIDICTISONE,192
FUSIDIC ACID + HGDROCORTISONE,192
BEXIPRED EYE D,530
LEVOCETIRIZICHLORIDE,355
ALUETHICONE,146
BISOPROLOL FUMARATE + HYDROCHLORHOTHIAZIDE,54
NAPROXEN SODIUM + ESOMEPRAZOLE MAGNESI,478
LURASIDONELORIDE,264
J CARMINATIVE,341
SODPUM CHLORIDE (INTRAVENOUS SOLUTION),406
BICARBONATE COMPONENT [HCOHEMODIALYSIS SOLUTION],214
FENTICOLET],164
ARISTOCTAL M,508
VILDAGLIPTIN + METFORMIN HYDROCNHLORIDE,467
DULOXETINLORIDE,128
NALID ACID,295
DROCHLORIDE,401
MAGNESIUM HYDROXIDB + LIQUID PARAFFIN,134
CLOBETASOL PROPTION],124
XYLOMETAZOLJINE,23
ULIPRIS,461
Q-R,743
ESOMEPRAZOLE MARIHYDRATE (MUPS TABLET),308
DESPHATE,125
DEXAMETHONE + CHLORAMPHENICOL,126
VALACYVIR,376
SOIN SUCCINATE,404
SITAGLIPTIN + METFORMIN HYDROCDHLORIDE,401
ICYKOOAX,629
DICLOFENAC SODIUM + LIDOCAINE CYDROCHLORIDE,102
Î²-L,43
ASCOBEX,516
CLBAZAM,100
HIS PANICULATA,254
OPAROPS,725
MULTIVITAMIN & MULTIMINERARATION],169
TERBYDROCHLORIDE,479
LOMPERIDONE MALEATE,289
RTRIZIN,518
MEBEVEOCHLORIDE,281
TIEMOATE,315
JOIN MAX,640
NEOFLOXDROPS,689
LAMIVUDINEN[FOR CHRONIC HEPATITIS B],215
GPSTALFET,615
BIMATOPROST IMOLOL,51
FOLIC ACID +DRATE,488
BENZDE,41
MISOPA,665
MENTCALYPTUS OIL + MINT OIL,368
DDE,106
EPS,593
GASTAFET,615
CARBZINC,486
MUPCROCIN,36
LFORMIN HYDROCHLORIDE,250
GLUCOSAMINE SULPHATE + DIACEDEIN,431
ESOMEPRAZOLE MAGNESFUM TRIHYDRATE (MUPS TABLET),308
L-ORNITHINE L-ASPATE,216
CHLORMET EYE DPS,549
EVENING PRIMOSE OIL,149
VI2,304
VITAMIG C [ASCORBIC ACID],83
TENOFOVIR DISOPROXIUMARATE,354
METRONIDAVOLE,7
BILASPINE,50
SOFOC,759
GENSULINSM30,616
DPRO 60 MR,572
CEFIXIME KTRIHYDRATE,84
NIFEDIPTNE,309
PROSAHZ,739
MIRL XR,664
DICLMENTHOL,476
NEOFLOXIN D EYE & EAR PS,689
CTIN,123
BESILATE + ATENOLOL,73
LOBICAM,666
DOXYCYCLINE HYDROCHLTRIDE,132
CINCHOCAINE + HYDROCORTISONE + FRAMYCETIN + N,152
CHPLORMET EYE DROPS,549
OVASTIN,719
CARBONYL IRON E,487
CAUM CARBONATE [CORAL SOURCE] + VITAMIN D3,68
TDAKOVIR-C,561
LMIC,783
CALCIUM CARBONARCE] + VITAMIN D3,68
SODIUM CHLORIDE + POTASSIUM CHLORIDE + SATE,91
ISMESYLATE + RAUBASINE,448
CALCIUM CARBONATE + VITAMIN DT + MULTIMINERAL,67
TACROLCAL),371
TDLMIC,783
PROBIOTIC COMOINATION [4 BILLION],349
TAVMONA,766
CABERGOL,61
HISTINE MESYLATE,277
SALBUTAMOL + IPRATROPIUM (SOLUTON),413
OFLOXACIN (ORAL & INJECTIOZ),388
MOXIFLOXACIN HYDROCHLOPHATE,233
NAPROXEN SO + ESOMEPRAZOLE MAGNESIUM,478
VILDPTIN + METFORMIN HYDROCHLORIDE,467
INSULIN HUMAN [RDNA] + ISOPHA,20
DEXTROMIPROLIDINE,320
MAGNESIUM HYDROZIDE + LIQUID PARAFFIN,134
SALID,390
DEXTROMEJTHORPHAN + PSEUDOEPHEDRINE + TRIPROLIDINE,320
GUAIFENESIN + LEVOMENTHOL + DIPHENHYMINE,451
AMITRIPTYLINEHYDROCHLORIDE,449
LIDOCAINE HYDROCHLOY),249
DICLOFENACSODIUM + LIDOCAINE HYDROCHLORIDE,102
TROCIN,589
AMITRIPGYLINE HYDROCHLORIDE,449
ORI,714
"1, B6 & B12",304
INSULIN HUMAN [FAST-ACUTING],22
GLIIDE,127
CLOPIDOGIEL + ASPIRIN,10
BENZYDAMIVE HYDROCHLORIDE,41
LVBIPROSTONE,209
AZELASTINE HYDROCHLORIDE,177
SUC,484
MULTIVITAMIN,293
RED CLOVER ISOFLCVONES,366
PETAPRO,527
ATRIZVN,518
IRON POLYMALTOSE COMPLEX + VITAMIN B COMPEX + ZINC,49
NIGELLLACK SEED OIL],310
BIXORAN,538
DESLFRATADINE,398
INSULIN HUMAN [RDNA]NSULIN HUMAN,20
TOATE,453
BENZNE,326
GLIBENLLAMIDE,127
SUATE,455
OLMESARTAN MEDOXOMAL,324
OLANZAPNNE,121
IPRATROPIUM BROMIDEER),222
MULTIVI& MULTIMINERAL [A-Z TEEN GIRLS PREPARATION],171
FVNASTERIDE [FOR B.P.H.],352
BISOPRODOL HEMIFUMARATE,53
ULIPRISTAL ACETATE ,461
ICYKO,629
AMITRIPTYLINE E,449
MENTHOL + CAMPHOR + METHYL SALICYLATORESIN CAPSICUM,439
BEXIWROL F MAXHALER,532
ALMITRINE BISMSINE,448
PEPPERMINE OIL,108
HARON,238
SALBUTAMOL (ORON),414
PROCYCIDE,343
TACROLIICAL),371
SODIUM CATE + XYLOMETAZOLINE HYDROCHLORIDE,24
EXTRAM GOLD,533
CLEVFN,553
MRTAZINE MR,662
MOMETASONE FUROATE NASAL SPRAY),278
DESHLORATADINE,398
SALBUTMOL (ORAL / INJECTION),414
DIAPRO60 MR,572
AMNXICILLIN TRIHYDRATE,290
CINAREX-D OPHTHALMIC ,551
CEFOE,269
INSULNE [RDNA],242
JARDIVN,641
RUPATADINE FNMARATE,387
CORATE KIT,542
IRON POLYMALAMIN B COMPLEX + ZINC,49
COECNZYME Q10 [UBIDECARENONE],80
SACCHARBOULARDII,55
VPARLIN,761
ZYBEXLSR,824
BROMAM,243
PIPERACILLIN,423
CALCIUP OROTATE,69
TAPEN HYDROCHLORIDE,339
TIEMOPHATE,315
PAROXETINE HYDROCHLOHRIDE,333
INDEIX SR,630
ROPINIZOLE,344
GLIREPIRIDE + METFORMIN,396
BCALCITRIOL,70
BETACAROTE E,378
AMLODIPINE BESILATE + OLMESARTAIL,74
IMIPRAMIKE,120
RECPIRA,749
PYRIDOXINE HYDR + DOXYLAMINE SUCCINATE,466
AMO ACID,291
MEEN GIRLS PREPARATION],171
OCUTREXTEYE & EAR DROPS,707
OXIUONAZOLE,334
DAKO-C,561
CANTE,77
TE + VITAMIN D3,66
N [ORAL/INJECTION],98
AVOBENZONE,417
BEXTROL F HFA,531
BIZRRAN,538
TE PLUS,772
FERROUS SULFATE + FOLIC ACID + ZINCE,485
ZYBER SR,824
IBANDRONIC ACIROTATE,268
GLJCLAZIDE,111
ORALD],379
AUSHOKARIST [SA INDICA],133
GLIBENHLAMIDE,127
MOXIFLOXACIN HYONE PHOSPHATE,233
PRAZOSIROCHLORIDE,348
UROFLPLUS,799
UWTRAFEN PLUS,797
BITAPRO,527
OBASOL,780
ASOL XR,664
SALBUTAMOL + IPRATROPIER),412
DILTIAZEM HYDROCHQORIDE,129
BENZATHINELLIN,42
CLARI,369
LIGHT LIQUID NE,143
MOXIFLO DEXAMETHASONE PHOSPHATE,233
FICLOFENAC SODIUM + METHYL SALICYLATE + LINSEED OIL + MENTHOL,476
SPALLIN,761
OLOPAN EYE DROCS,718
HYNE ACETATE (TOPICAL),437
BISOPROLOL FUMARATE + HYDROCHLOROHHIAZIDE,54
PROCHLORPERATE,351
VACTULOSE,329
CALCIUM CARBTE [ELEMENTAL SOURCE] + VITAMIN D3,65
BRTRATE (0.2%),257
VO TS EYE DROPS,593
ESOMEE MAGNESIUM TRIHYDRATE,307
TOFEYE DROPS,782
MESALAZINE [5-AMINOSALICYLIC ACI,114
CEFTIBUTEN YIHYDRATE,88
SPARFLOGACIN,389
CARBONYL IRON + FOLVC ACID + VITAMIN B COMPLEX + VITAMIN C + ZINC,486
A BESILATE,72
IMOLOL,51
ETHI],386
MULTIVITAMIN & PREPARATION],170
MISOPJOSTOL,226
IRON POLYM B-COMPLEX,489
VOITONIC,807
LEVOTHYRPXINE SODIUM,427
LOSARTAN POTASSIUM + HYDROCHLEROTHIAZIDE,14
BICARBOCO3 HEMODIALYSIS SOLUTION],214
SPIRURINA,297
OT),393
CINWREX EYE DROPS,550
MOXIFLOXACIN HYDROCHLOEXAMETHASONE PHOSPHATE,233
"VITAMIN E, LUTEIN, COPPER & ZINC",158
FLUTACASONE PROPIONATE (TOPICAL),430
IPRAOL,635
MACROGOL + ELECTROYLYTES,207
SALBUTAMOL (ORAL / IRJECTION),414
FRELIX,611
CLION],122
NIGELLA SATIVQ [BLACK SEED OIL],310
XOFOSBUVIR,419
ZINASTERIDE [FOR B.P.H.],352
COENZYME],80
ZOLEMDRONIC ACID [FOR OSTEOPOROSIS],56
BRIMONIDINE TARTRATL MALEATE,258
CALCIUM D3,68
ETHINYLESTRADIOL + DMENT THERAPY],386
GASTALYFET,615
VIVMECILLINAM,139
SEREHLOSE,757
POLYETHYLENE GLYCO,319
SECNIDAZDLE,394
CLEIEN,553
NITRGLYCERIN (TABLET OR CAPSULE),19
DICLOFENAC SODI LINSEED OIL + MENTHOL,476
AMINO ACID + D-SO,470
METRONIDAZOLYXIN B,210
MULTIVITAMON],169
BETACAROTEN+ VITAMIN E,378
TRIMETAZIDINE DIYDROCHLORIDE,15
IRON POLYMALTOSE COMPLEX + VITAMEX + ZINC,49
HALOQETASOL PROPIONATE,211
TELMA PL,772
POTASSIUM CITRATE + CITRIC AJID,458
HARTMANN'S SOVLUTION,238
BISOPRO,52
CARBONYL IROINC,486
ACIDIC COMPONENT [HCO3 HEMOD SOLUTION],213
WOFACITINIB,434
MENTHUS OIL + MINT OIL,368
BEICYLIC ACID,353
FENAMLIC,598
GENTAMICULFATE (OPHTHALMIC),198
ZALCIUM CARBONATE + VITAMIN D3 + MULTIMINERAL,67
AMBROXOLKHYDROCHLORIDE,4
URSODEOXDCHOLIC ACID,460
KERMETHRIN,391
BEXM,536
BROMOCRIPTINE MESYEATE,58
FLCONAZOLE,179
VITAMIN B COMPLTX + ZINC,48
PRWZOSIN HYDROCHLORIDE,348
MINOIL,409
DEXIF,566
AL EYE DROPS,497
TAPENTADOL HYDRO,339
ASCOBVX,516
ICYKOOL CRHEAM,628
OLOPAN DG EYE DROPS,717
BMALEATE,258
CHLORHEXIDINE GLUCONATE [],200
NEBIVOLOL + HYDRCHLOROTHIAZIDE,301
SIPRATROPIUM (SOLUTION FOR INHALATION),413
POLYETHTLENE GLYCOL + PROPYLENE GLYCOL,319
GUAIFENESIN +INE,451
LACTORIPE,649
SILO,363
NEOFLN,690
MULTIVITAMIN & MULTIMINERAL ON],171
NEOFLOXIN D EYE & EAR DRSPS,689
COLECALCIFEROL [VITAMIN GD3],115
PROBIION],349
MTION],170
HAVIPIRAVIR,162
CHLORHEXIDINLUCONATE + ISOPROPYL ALCOHOL,201
NEUROCNRE,697
NAPROXEN SODIURM,407
TRIHEXYRIDE,445
AMIKAC,6
IORATADINE,260
XYNOFEN SR,816
CLINDAMYCIN +IN,99
COLISTIMPTHATE SODIUM,203
SODIUM ALGINATE + POTASSIUM BICARBONAPE,32
VALACYCLO,376
SPLINA,297
PARINE,1
INDAPIDE,373
AZELAST+ FLUTICASONE PROPIONATE,177
PMDOVA,502
PALOVNOSETRON,336
AMITRIPTYLINHYDROCHLORIDE,449
LORIDE,141
CIPROFLMIC),95
CEFADROXIL MONOHYDRAT,181
MOXIFLOXIDE (OPHTHALMIC),231
FTATAMEAL DS,605
JOMIX DR,810
AMLOTENOLOL,73
LOPERAMIE,218
ULIPRISE [FOR UTERINE FIBROIDS],461
JOGARAJ GUGG,234
RABEPLLIN + CLARITHROMYCIN,357
METFORMINDHYDROCHLORIDE,110
BEMAXHALER,532
LAMOTRTGINE,239
AZMASQOL HFA,524
IPRAT,222
MULT SYRUP PREPARATION],255
NIGSEED OIL],310
PANAX XINSENG,205
DICLOFENAC SODISTOL,283
POVIDONE IOL),471
RAMIYRIL,380
MOXIFLHLORIDE,230
INSULRDNA],242
INFL & EAR DROPS,631
ALMITRINE BISMESYLATE RAUBASINE,448
CROL [VITAMIN D3],115
TIBOLHNE,372
VITIC,807
FUSIDIC ACIDORTISONE,192
FEBRATE,252
DEORATADINE,398
ACTATE GLUCONATE + CALCIUM CARBONATE + VITAMIN C + VITAMIN D3,63
MULTIVITAMIN & MULTIINERAL [A-Z TEEN BOYS PREPARATION],170
CALCIPOTRONOHYDRATE,135
DI + MENTHOL,476
CALCIUM CARBOND3,68
COLCHIC,107
TRIHEC,788
NEOMYCIN SULFATE + BACITRACIN ZZNC + POLYMYXIN B SULFATE,299
PANTOPYDRATE,447
ALENDRONIC 3,330
LUCIDOV INJECTION,657
SUSRALOSE,484
GELOXICAM,274
AMDOCAFL,499
+ ISOPROPYL ALCOHOL,201
ALLOPVRINOL,156
CALTAMIN D3,193
MOXIFLOIDE + DEXAMETHASONE PHOSPHATE,233
DAZOLE,394
TOE,440
PARACETATOL + CAFFEINE,1
SAIUM (SOLUTION FOR INHALATION),413
MOMVIT PLVS,670
FUIDE,190
OLRPAN DS EYE DROPS,717
MIQOXIDIL,409
ADXIL,26
LEITINE,247
FINASTERIDE [FOR B..H.],352
MOMETASON),278
AMOXICILLIN + CULANIC ACID,291
CICLOPIROX OLAMINE (OO),104
CARBONYL IRON + FOLID + VITAMIN B COMPLEX + VITAMIN C + ZINC,486
POVIDONE IODI,471
ORAL REHYDRATION LT [RICE BASED],379
FENOF,252
NORETERONE ACETATE,276
OPANAC EYE DFOPS,725
NEOFLOXIN GRANULES FOR SUSNENSION,690
CALCIUM CAZBONATE + VITAMIN D3 + MULTIMINERAL,67
CINAREX-D OIC SUSPENSION,551
MIDAZOLM,131
ALUMIHICONE,146
LDONE HYDROCHLORIDE,264
IBANDRONIC ACI,267
MOMETY),278
BIMATOPROSTLOL,51
HNUSTAT,504
BECLOMETASONE DIPROPIONATE (NASAL SPRAY),40
CLOBETASOL PROPIONATE [SCALP PREPARION],124
CALCIUM CARBONAMIN D3,68
ERYTHROM,154
ESOMEPRAZOLE MAGNESIUM TRIHYDTATE (MUPS TABLET),308
LOSARTAIAZIDE,14
ZMITRIPTAN,312
TMCLAV,793
BUDESONIDE + FOOTEROL FUMARATE DIHYDRATE,59
BCLOMETHASONE DIPROPIONATE (INHALER),39
INSNE [RDNA],242
DOXHYDROCHLORIDE,132
VALMCYCLOVIR,376
TRIM,568
IOSE COMPLEX + VITAMIN B COMPLEX + ZINC,49
CEFOTABIME,269
CA+ VITAMIN-C,64
METRONIDAZOLE + HEOMYCIN SULPHATE + NYSTATIN + POLYMYXIN B,210
NYRAL),78
BUDESONIDE + L FUMARATE DIHYDRATE,59
INSULIN GLAE [RDNA],242
LOSARTAN POTASAZIDE,14
BETAETHASONE DIPROPIONATE,44
LOMEFLOXHTHALMIC),282
MULTIVITAMIN & MULTIMINERAL [A-Z TEEN GIRLREPARATION],171
MENTHOL N CAPSICUM,439
PROCYCHYDROCHLORIDE,343
PRUCALOPRCCINATE,71
TRIAMCINOLONE NIDE (NASAL PREPARATION),446
IACTIN,570
BUPIVACAINE HYDRO,12
METFORMIN HIDE,110
OCUTSEX EYE & EAR DROPS,707
FINASTERIDE [FNR B.P.H.],352
HERELOSE,757
RAMIPREL,380
UNALBUPHINE,361
EUCALYP SODIUM FLUORIDE,328
MACRGOL + ELECTROLYTES,207
GLIMECIRIDE + METFORMIN,396
BETAMETHASONOTRIOL,136
RIVAROXA,383
PREGJBALIN,306
ET EYE DROPS,549
TOLFECID,436
DEXTROMETHORPHAN  TRIPROLIDINE,316
RUPATADINE FUMWRATE,387
EMIJHY,583
AMLODIPINE BEARTAN,75
PARACETAMOL + CAFFEINGE,1
FEBUXOSIAT,37
TRENOL,202
ETHINYLESTRADIOHERAPY],386
CICLVPIROX OLAMINE (CREAM),103
BUSIVACAINE HYDROCHLORIDE + DEXTROSE,12
OLOPAN DU EYE DROPS,717
EY],386
GLIMEPIRIDE + MEN,396
NAL,680
XIB,815
SODIUM VALPRWATE,463
ACYCLOVIR AL),473
E TRIHYDRATE,84
ONDANSET SOLUTION),322
AM BESILATE + ATENOLOL,73
TINEZOLID,492
PHYTOMENADIONE (INJCTION),235
FLUTIFUROATE,33
LOMEFLOXACINC (OPHTHALMIC),282
AMBROXOL HYDROCHJORIDE,4
FRET,612
FEXADINE HYDROCHLORIDE,165
ALUMINIUM HYDROXIDE + MAGNESIUM NYDROXIDE,145
ABACA + LAMIVUDINE + ZIDOVUDINE,433
FEXOFEHYDROCHLORIDE,165
OGEST,116
NUPIROCIN,36
TURBOCAV,790
SDE,24
M TRIHYDRATE (MUPS TABLET),308
ADAPALEOYL PEROXIDE,184
LINEZOLD,492
B+ CALCIPOTRIOL,136
CEFHYDRATE,181
PRELIN,735
PHYTOMENADIONE (INJECRION),235
DEX,568
SPARLON,761
GLIPIT M,621
PARA,0
IRON POLYC + VITAMIN B-COMPLEX,489
MICONAZOLE NITRATE (GEL),197
NEBIOLOL + HYDROCHLOROTHIAZIDE,301
DICAC SODIUM + LIDOCAINE HYDROCHLORIDE,102
MICONAZOLE NITRATE + HYDNE,189
LEVOCARNITI,247
DECIT HFA,562
GLUCOSAMINE SULPHATE + DI,431
VUROSEMIDE,190
TOLFEN ACID,436
FZNAMIC,598
CHCOHOL,201
OLE,240
LREMIL,734
DICLOFENAC SODIUM +YDROCHLORIDE,102
BNE,50
MOMVIT P,670
CLINVCYN,554
ATSVA,517
ONSF,724
VILDAGLAIPTIN,468
NMLEXANOX,28
FLOXETINE HYDROCHLORIDE,350
LIGHT LIQUID PARINE,143
ALUIDE + SIMETHICONE,146
INSULIN HUMAN [FAST-ACTANG],22
FLAXSEED OILU[LINUM USITATISSIMUM],196
BUDESONIDEM+ FORMOTEROL FUMARATE DIHYDRATE,59
SOD XYLOMETAZOLINE HYDROCHLORIDE,24
MIFEPRIL,425
SALPIUM (SOLUTION FOR INHALATION),413
SALBUTAMOLN),414
NIGELLA SATIVBLACK SEED OIL],310
IONOCAST,671
IVITAMIN B COMPLEX + ZINC,49
FIBROPRS,601
BETAMETHAID,353
PARON,336
TENOFOVIR DISOP,354
GMUCOSAMINE + CHONDROITIN,112
METRONIDAZOLE + NEOMYCOLYMYXIN B,210
CEFOPRAZONE,85
GLICEAZIDE,111
PITAVASTATEN CALCIUM,347
PAROXETHYDROCHLORIDE,333
CLOPIDOGREL RISULPHATE,9
DIGEST,577
IVAE,229
MOXIFLOXACINOSPHATE,233
BENZYDAMOCHLORIDE,41
AMLODIPINE BESILATE + OLMESAGTAN MEDOXOMIL,74
DEXOLE,241
CALCIUIMINERAL,67
FFLUNARIZINE,180
NALLIDIXIC ACID,295
HYRDOCHLORIDE,292
MENTHOL + CAMPHN CAPSICUM,439
IS B],215
U0%),150
DEAORIDE,567
LI (CREAM),142
TAMSULOSIN GHYDROCHLORIDE,271
ABACAE,433
BETD,353
CNOHYDRATE,135
BUTATE CITRATE,285
CHLORHEXIDINE GLUCONATELCOHOL,201
DEXTRAN + HYPROHELLOSE,262
TRANCXIL,786
NIGELLA SATIVA [BLACK SBED OIL],310
MOST,671
ACYC (ORAL),473
VIS,808
HYDROCORTISON),437
CALIUM LACTATE GLUCONATE + CALCIUM CARBONATE + VITAMIN D3,66
FVLUTICASONE FUROATE,33
CLOBETASOL PROION],124
CALCIUM CARBPONATE [ALGAE SOURCE] + VITAMIN D3,193
EMONIUC INJECTION,585
CALCIUM CARN D3,68
VITOPPER & ZINC,158
ALUMINIUM HYDROXIDE + MAGNESIUM E,145
ZOTRIMOXAZOLE (SULPHAMETHOXAZOLE + TRIMETHOPRIM),113
OLMESARTAN MEDOXOMIL IDE,325
LINAGLIPTIN + METFORMIN HYDRNCHLORIDE,250
UNDENATURED CO,173
ARISTOVI,512
ADEFOVIR DICIVOXIL,26
INMSULIN HUMAN [LONG-ACTING],21
ARIZTOCAL M,508
PROYDROCHLORIDE,343
MELICAM,274
ETHINYLESTRADIOL + DROSPIRENONE [FOR HORM,386
SPIRULHNA,297
NORETHIATERONE ACETATE,276
CARBONATE,62
INSHUMAN,20
CALCIUMLINATE [FOLINIC ACID],182
NIUSION),18
TEZOLN,776
FRELAJX,611
CARBONYL IRON + FOLIC ACID + VITAM VITAMIN C + ZINC,486
OLANZNE,121
ABACAVIR + LAMIVUDINE + ZDINE,433
ACYCLOON),472
FAVIPIRACIR,162
ECONAZOLE NITRATE + TRIAMCINNIDE,345
